nombreUbicacion,latitud,longitud,magnitudSismo,tsunami,volcan,pais,profundidadSismo,intensidad,fecha,muertesActualizadas,ordenCantidadMuertesActualizadas,lesionesActualizadas,ordenCantidadLesionesActualizadas,casasDanadasActualizadas,ordenCantidadCasasDanadasActualizadas,casasDestruidasActualizadas,ordenCantidadCasasDestruidasActualizadas,danosActualizados,ordenCantidadDanosActualizados
PHILIPPINES:  MASBATE ISLAND,12.0,124.0,7.9,0,0,PHILIPPINES,33.0,8.0,1897-05-13,1.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,5.0,3.0
IRAN:  NE:  KATKAN,35.5,58.8,5.0,0,0,IRAN,10.0,7.85655923740354,2008-07-03,1.0,1.0,1.0,1.0,51.0,2.0,51.0,2.0,0.5,1.0
ECUADOR:  ESMERALDAS,-2.0,-82.0,7.8,0,0,ECUADOR,25.0,7.85655923740354,1901-01-07,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"ITALY:  NE, BALKANS NW:   SLOVENIA: NW",46.356,13.275,6.5,0,0,ITALY,9.0,10.0,1976-05-06,978.0,3.0,1700.0,4.0,1.0,3.0,101.0,3.0,3600.0,4.0
TAIWAN:  HUALIEN,24.5,122.2,7.0,0,0,TAIWAN,65.0,7.85655923740354,1967-10-25,2.0,1.0,1.0,1.0,1.0,3.0,23.0,1.0,1.0,2.0
MEXICO:  SW COAST:  MEXICO CITY,17.802,-101.647,7.6,1,0,MEXICO,31.0,6.0,1985-09-21,51.0,2.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PAPUA NEW GUINEA:  NEW BRITAIN,-7.0,149.0,8.0,1,0,PAPUA NEW GUINEA,33.0,7.85655923740354,1906-09-14,51.0,2.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"GREECE:  IONIAN SEA:  ZAKYNTHOS, STROFADES",37.52,20.557,6.8,1,0,GREECE,14.0,7.85655923740354,2018-10-25,1.0,1.0,3.0,1.0,120.0,3.0,101.0,3.0,1.0,2.0
"INDONESIA:  BALI, LOMBOK",-8.31,115.788,5.8,0,0,INDONESIA,45.0,6.0,2004-01-01,1.0,1.0,29.0,1.0,1.0,3.0,6000.0,4.0,12.0,3.0
CHINA:  YUNNAN PROVINCE,24.4,102.5,6.0,0,0,CHINA,40.153361344537814,7.0,1761-11-03,50.0,1.0,30.0,1.0,1.0,3.0,960.0,3.0,1.0,2.0
"JAMAICA:  ST ANDREW, JACKS HILL",18.068,-76.597,4.7,0,0,JAMAICA,16.0,6.0,1988-11-12,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PHILIPPINES:  MINDANAO,6.5,126.5,7.5,0,0,PHILIPPINES,120.0,7.0,1918-02-07,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
NEW ZEALAND:  NORTH ISLAND,-38.9,175.7,5.3,1,0,NEW ZEALAND,40.153361344537814,7.0,1956-03-02,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"GUATEMALA: QUETZALTENANGO, SUCHITEPEQUEZ; MEXICO",14.909,-92.009,6.9,0,0,GUATEMALA,93.0,8.0,2017-06-14,5.0,1.0,30.0,1.0,101.0,3.0,1.0,1.0,5.0,3.0
GREECE: HIERISSOS-STRANTONION (CHALKIDIKI),40.5,23.9,6.9,1,0,GREECE,35.0,10.0,1932-09-26,161.0,3.0,669.0,3.0,3218.0,4.0,4106.0,4.0,25.0,4.0
TURKEY:  VARTO,39.235,41.572,6.8,0,0,TURKEY,24.0,9.0,1966-08-19,2394.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,20.0,3.0
INDONESIA:  NW. IRIAN JAYA,-4.0,140.0,6.9,1,0,INDONESIA,33.0,7.85655923740354,1900-10-07,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
"TAJIKISTAN:  SHURAB, NEFTEABAD",40.113,70.596,5.2,0,0,TAJIKISTAN,33.0,6.0,1980-07-11,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
IRAN:  RAVAR,30.46,56.305,6.5,0,0,IRAN,15.0,8.0,1911-04-18,700.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
CALIFORNIA:  HUMBOLDT COUNTY,40.846,-123.893,6.6,0,0,USA,15.0,7.85655923740354,1954-12-21,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,2.1,2.0
"NEW ZEALAND:  WELLINGTON, MARLBOROUGH",-41.734,174.152,6.5,1,0,NEW ZEALAND,8.0,9.0,2013-08-16,1.0,1.0,51.0,2.0,51.0,2.0,51.0,2.0,1.0,2.0
"INDONESIA:  NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI",-3.1,139.7,8.1,0,0,INDONESIA,34.0,9.0,1971-01-10,1.0,1.0,1.0,1.0,51.0,2.0,1.0,1.0,1.0,2.0
TURKEY:  DOGUBEYAZIT,39.634,43.966,4.0,0,0,TURKEY,5.0,7.85655923740354,2004-07-30,1.0,1.0,5.0,1.0,51.0,2.0,101.0,3.0,0.5,1.0
PAKISTAN: HARIPUR; TAJIKISTAN,38.132,73.569,5.9,0,0,TAJIKISTAN,91.0,8.0,2021-02-12,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"PHILIPPINES:  SIATON,ZAMBOANGUITA",9.0,123.25,6.0,1,0,PHILIPPINES,40.153361344537814,8.0,1922-03-01,1.0,1.0,1.0,1.0,51.0,2.0,101.0,3.0,1.0,2.0
FIJI ISLANDS,-22.122,175.163,7.6,0,0,FIJI,33.0,7.85655923740354,1990-03-03,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
TURKEY:  SIMAV,39.12,29.04,4.3,0,0,TURKEY,7.0,7.85655923740354,2011-05-19,2.0,1.0,125.0,3.0,51.0,2.0,101.0,3.0,0.5,1.0
BERING SEA,58.427,-175.45,6.7,1,0,BERING SEA,20.0,7.85655923740354,1991-02-21,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
ITALY:  PARMA,44.8,10.3,5.2,0,0,ITALY,7.0,7.85655923740354,1971-07-15,2.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
RUSSIA:  KAMCHATKA,56.0,163.0,6.8,1,0,RUSSIA,20.0,9.0,1791-04-15,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"GUATEMALA:  GUATEMALA CITY, PACHUTA, SOLOLA",14.646,-90.986,6.2,0,0,GUATEMALA,5.0,6.0,1991-09-18,25.0,1.0,200.0,3.0,1.0,3.0,101.0,3.0,5.0,3.0
"GREECE:  IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI",37.57,20.656,6.6,0,0,GREECE,33.0,7.85655923740354,1997-11-18,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
IRAN:  NEYSHABUR (NISHAPUR),36.0,58.8,6.7,0,0,IRAN,15.0,9.0,1405-01-29,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,25.0,4.0
TURKEY:  SIVAS,38.8,36.7,4.9,0,0,TURKEY,27.0,7.85655923740354,1970-07-02,1.0,1.0,1.0,1.0,150.0,3.0,150.0,3.0,1.0,2.0
"IRAN: KAK, RAZAN, SIZAN",35.701,48.838,5.2,0,0,IRAN,10.0,7.85655923740354,2002-09-02,1.0,1.0,1.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
CHINA:  YUNNAN PROVINCE,22.7,99.9,7.0,0,0,CHINA,40.153361344537814,8.0,1941-12-26,51.0,2.0,1.0,1.0,1.0,3.0,51.0,2.0,0.5,1.0
COSTA RICA:  SAN JOSE,9.652,-83.688,6.2,0,0,COSTA RICA,33.0,9.0,1983-07-03,2.0,1.0,60.0,2.0,1.0,3.0,101.0,3.0,5.0,2.0
"PAKISTAN:  HARNAI-SIBI, QUETTA",29.976,68.208,7.1,0,0,PAKISTAN,33.0,7.85655923740354,1997-02-27,60.0,2.0,101.0,3.0,500.0,3.0,500.0,3.0,1.0,2.0
"SOLOMON ISLANDS:  HONIARA, GUADACANAL",-9.829,159.854,6.9,0,0,SOLOMON ISLANDS,32.0,7.0,1985-09-27,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA S,39.945,75.135,6.2,0,0,CHINA,16.0,8.0,1983-02-13,1.0,1.0,2.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  NINGXIA:  E OF ZHONGWEI,37.5,106.2,7.3,0,0,CHINA,40.153361344537814,10.0,1561-07-25,1001.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,25.0,4.0
GREECE:  DODECANESE ISLANDS,36.759,27.299,6.4,1,0,GREECE,15.0,10.0,1933-04-23,181.0,3.0,600.0,3.0,51.0,2.0,51.0,2.0,5.0,3.0
TURKEY:  AFYON,38.573,31.271,6.5,0,0,TURKEY,5.0,7.85655923740354,2002-02-03,44.0,1.0,318.0,3.0,622.0,3.0,101.0,3.0,1.0,2.0
BALKANS NW:  CROATIA,45.2,14.5,5.3,1,0,CROATIA,40.153361344537814,7.0,1838-08-10,1.0,1.0,1.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
"PERU:  SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE",-8.143,-77.954,5.1,0,0,PERU,20.0,4.0,1987-10-02,3.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
CHINA:  SICHUAN PROVINCE,32.9,103.6,5.5,0,0,CHINA,40.153361344537814,7.0,1748-05-02,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
AUSTRALIA:  MACQUARIE ISLAND,-56.0,157.5,7.8,1,0,AUSTRALIA,40.153361344537814,7.85655923740354,1924-06-26,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
ALGERIA:  HODNA MOUNTAINS,35.75,5.0,5.6,0,0,ALGERIA,40.153361344537814,9.0,1946-02-12,264.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"CHINA: YUNNAN PROVINCE: YANGBI, YONGPING",25.761,100.011,6.1,0,0,CHINA,9.0,8.0,2021-05-21,3.0,3.0,28.0,1.0,1.0,3.0,101.0,3.0,49.0,4.0
"JAPAN:  OFF MASUDA, SHIMANE PREFECTURE",34.8,131.8,7.5,1,0,JAPAN,40.153361344537814,7.85655923740354,1026-06-16,1001.0,4.0,1.0,1.0,1.0,3.0,3000.0,4.0,5.0,3.0
ALASKA:  ALEUTIAN ISLANDS:  NEAR ISLANDS,52.5,171.5,7.8,0,0,USA,25.0,7.85655923740354,1929-12-17,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
TURKEY:  ANI (ARMENIA),40.5,43.5,5.5,0,0,TURKEY,15.0,8.0,1046-00-00,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
PERU:  S,-15.748,-71.425,5.3,0,0,PERU,8.0,7.85655923740354,2013-02-22,1.0,1.0,1.0,1.0,80.0,2.0,101.0,3.0,0.5,1.0
UGANDA: MASAKA,-0.214,31.289,6.4,0,0,UGANDA,40.153361344537814,9.0,1945-03-18,5.0,1.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0
PAKISTAN:  QUETTA,30.178,67.117,4.7,0,0,PAKISTAN,27.0,7.85655923740354,2010-11-12,1.0,1.0,12.0,1.0,51.0,2.0,101.0,3.0,0.5,1.0
CHINA:  S XINJIANG:  WUQIA COUNTY,39.436,74.9,6.2,0,0,CHINA,33.0,7.85655923740354,1990-04-17,1.0,1.0,2.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"NICARAGUA:  RIVAS,  MASAYA",11.725,-85.838,6.0,0,0,NICARAGUA,22.0,6.0,1985-12-16,1.0,1.0,6.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
PAPUA NEW GUINEA,-7.0,148.0,7.0,1,0,PAPUA NEW GUINEA,33.0,7.85655923740354,1913-10-11,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"PERU:  CUZCO,COLLAO,LIMA; BOLIVIA:  SICASICA",-13.5,-72.0,8.1,0,0,PERU,40.153361344537814,10.0,1650-03-31,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
GREECE:  CRETE:  CHANIA,35.514,23.252,6.6,1,0,GREECE,40.0,7.0,2013-10-12,1.0,1.0,1.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
INDIA:  WEST BENGAL,26.371,90.161,5.3,0,0,INDIA,10.0,7.85655923740354,2018-09-12,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
ECUADOR,-0.4,-78.3,6.8,0,0,ECUADOR,40.153361344537814,9.0,1923-02-24,51.0,2.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
COLOMBIA:  POPAYAN,2.6,-76.5,4.5,0,0,COLOMBIA,20.0,7.85655923740354,1735-02-02,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"INDIA:  MAHARASHTRA:  KOLHAPUR, RATNAGIRI, SATARA",17.145,73.73,4.9,0,0,INDIA,10.0,7.85655923740354,2005-03-14,1.0,1.0,45.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
COLOMBIA:  PASTO,1.067,-77.272,4.9,0,0,COLOMBIA,11.0,7.85655923740354,2018-06-12,2.0,1.0,7.0,1.0,101.0,3.0,1.0,1.0,1.0,2.0
CONGO:  LOANGO,-4.5,11.6,6.2,1,0,CONGO,40.153361344537814,5.0,1820-00-00,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
TURKEY:  DENIZLI,37.948,29.697,5.8,0,0,TURKEY,10.0,7.85655923740354,2019-08-08,1.0,1.0,1.0,1.0,976.0,3.0,101.0,3.0,1.0,2.0
IRAN:  BOJNURD,37.5,57.4,6.7,0,0,IRAN,15.0,9.0,1879-04-02,700.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
SOLOMON ISLANDS,-10.286,165.413,7.5,0,0,SOLOMON ISLANDS,28.0,7.85655923740354,1963-09-17,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
ALGERIA:  MASCARA,35.52,-0.106,5.9,0,0,ALGERIA,9.0,7.85655923740354,1994-08-18,171.0,3.0,1.0,1.0,1000.0,4.0,1000.0,4.0,25.0,4.0
INDONESIA:  MALUKU:  N,2.872,127.464,6.9,0,0,INDONESIA,25.0,7.85655923740354,2007-07-26,1.0,1.0,51.0,2.0,1.0,3.0,1.0,1.0,0.5,1.0
MEXICO:  CHIAPAS,16.8,-92.2,7.5,0,0,MEXICO,150.0,7.85655923740354,1914-03-30,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
AFGHANISTAN: HINDU KUSH,36.524,70.368,7.5,0,0,AFGHANISTAN,231.0,7.0,2015-10-26,399.0,3.0,1770.0,4.0,79893.0,4.0,29230.0,4.0,109.0,4.0
"CHINA:  S. XINJIANG, JIASHI COUNTY",39.513,76.865,5.9,0,0,CHINA,33.0,7.85655923740354,1997-04-05,1.0,1.0,23.0,1.0,1.0,3.0,3000.0,4.0,5.0,3.0
TRINIDAD & ST. CHRISTOPHER,12.4,-61.5,7.0,1,0,TRINIDAD AND TOBAGO,40.153361344537814,7.85655923740354,1831-12-03,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
IRAN:  SHIRVAN,36.893,59.044,5.6,0,0,IRAN,15.0,8.0,1928-08-21,30.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
VANUATU ISLANDS,-18.5,168.5,7.6,0,0,VANUATU,50.0,7.85655923740354,1925-03-22,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  SICHUAN PROVINCE:  NEAR QIANNING,30.6,101.5,6.0,0,0,CHINA,40.153361344537814,8.0,1793-05-15,200.0,3.0,30.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"GREECE:  SCHISMA, BOETIA",38.4,22.3,7.1,1,0,GREECE,40.153361344537814,9.0,551-07-07,5000.0,4.0,1.0,1.0,1.0,3.0,1000.0,4.0,25.0,4.0
INDIA: ANDAMAN ISLANDS:  DIGLIPUR,13.667,92.831,6.7,0,0,INDIA,34.0,7.85655923740354,2010-03-30,1.0,1.0,10.0,1.0,101.0,3.0,101.0,3.0,1.0,2.0
CHINA:  SICHUAN PROVINCE,31.9,103.4,7.5,0,0,CHINA,40.153361344537814,10.0,1933-08-25,9300.0,4.0,1.0,1.0,1.0,3.0,1000.0,4.0,25.0,4.0
CHINA:  XINJIANG PROVINCE,43.7,83.0,8.0,0,0,CHINA,40.153361344537814,7.85655923740354,1812-03-08,1000.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL,-4.346,152.797,5.4,0,0,PAPUA NEW GUINEA,53.0,5.0,1989-03-10,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS",-5.6,-77.2,7.0,0,0,PERU,33.0,7.85655923740354,1968-06-19,15.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.1,1.0
GREECE:  CRETE,34.205,25.712,6.6,1,0,GREECE,17.0,7.0,2020-05-02,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
ALASKA,54.608,-159.655,7.6,1,0,USA,33.0,8.0,2020-10-19,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:   YUNNAN PROVINCE,25.938,99.841,5.0,0,0,CHINA,28.0,2.0,2017-03-26,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,31.0,4.0
ICELAND,64.0,-20.0,7.5,0,0,ICELAND,60.0,11.0,1912-05-06,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
TAJIKISTAN:  DUSHANBE (STALINABAD),38.4,68.5,6.3,0,0,TAJIKISTAN,40.153361344537814,7.85655923740354,1930-09-22,175.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  S HONSHU:  HIROSHIMA,35.1,132.6,4.9,0,0,JAPAN,4.0,4.0,1978-06-03,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
SOLOMON ISLANDS,-9.965,160.731,8.1,1,0,SOLOMON ISLANDS,33.0,7.0,1977-04-21,18.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
INDONESIA:  BANDA SEA,-5.5,130.0,7.5,0,0,INDONESIA,190.0,7.85655923740354,1956-07-18,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  XINJIANG,39.1,75.0,7.0,0,0,CHINA,40.153361344537814,7.85655923740354,1944-09-27,1.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,0.5,1.0
ETHIOPIA,11.2,41.7,5.7,0,1,ETHIOPIA,40.153361344537814,9.0,1631-02-10,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
NEW CALEDONIA:  LOYALTY ISLANDS,-22.0,170.0,7.9,1,1,NEW CALEDONIA,40.153361344537814,7.85655923740354,1901-08-09,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"INDONESIA:  TIMOR:  PANTAR, MOUNT SIRUNG",-8.247,124.155,6.5,1,1,INDONESIA,33.0,7.85655923740354,1987-11-26,125.0,3.0,108.0,3.0,1.0,3.0,237.0,3.0,5.0,2.0
VANUATU ISLANDS,-19.0,168.5,7.5,1,1,VANUATU,40.153361344537814,7.85655923740354,1863-08-17,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
ITALY:  SICILY:  CATANIA,37.63,15.1,5.0,0,1,ITALY,1.0,7.85655923740354,2018-12-26,1.0,1.0,28.0,1.0,1.0,1.0,15.0,1.0,115.0,4.0
INDONESIA:  MINAHASSA PENINSULA: BOLAANG-GORONTALO,1.186,122.857,7.6,0,0,INDONESIA,26.0,7.85655923740354,1990-04-18,3.0,1.0,25.0,1.0,1140.0,4.0,101.0,3.0,5.0,3.0
TONGA ISLANDS,-20.0,-175.0,8.0,0,0,TONGA,400.0,7.85655923740354,1903-01-04,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  BEPPU BAY,33.3,131.7,6.9,1,0,JAPAN,40.153361344537814,7.85655923740354,1596-09-04,708.0,3.0,1.0,1.0,1.0,3.0,80.0,2.0,5.0,3.0
MEXICO:  OAXACA,16.1,-96.8,7.9,0,0,MEXICO,50.0,10.0,1931-01-15,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  NEI MONGOL,43.469,119.558,4.7,0,0,CHINA,10.0,7.85655923740354,2006-11-03,1.0,1.0,1.0,1.0,1.0,3.0,55886.0,4.0,5.0,3.0
RUSSIA:  TATAR STRAIT,47.116,141.798,6.2,1,0,RUSSIA,5.0,7.85655923740354,2007-08-02,2.0,1.0,12.0,1.0,20.0,1.0,11.0,2.0,0.5,1.0
MOROCCO:  MELILLA,35.649,-3.682,6.3,1,0,MOROCCO,12.0,6.0,2016-01-25,1.0,1.0,26.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
JAPAN:  OFF FUKUSHIMA,37.745,141.749,7.1,1,0,JAPAN,49.0,9.0,2021-02-13,1.0,1.0,186.0,3.0,19758.0,4.0,798.0,3.0,7700.0,4.0
ECUADOR: TUNGURAHUA,-1.237,-78.305,6.5,0,0,ECUADOR,60.0,7.85655923740354,1949-08-05,6000.0,4.0,1.0,1.0,1000.0,4.0,1000.0,4.0,7.5,3.0
TONGA ISLANDS,-21.0,-174.0,7.9,1,0,TONGA,25.0,7.85655923740354,1948-09-08,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
MEXICO:  S,17.2,-99.5,7.2,1,0,MEXICO,33.0,7.85655923740354,1962-05-19,3.0,1.0,16.0,1.0,1.0,3.0,51.0,2.0,1.0,2.0
JAPAN:  HONSHU ISLAND,38.452,141.648,7.0,0,0,JAPAN,43.0,7.0,2021-03-20,1.0,1.0,11.0,1.0,1.0,3.0,101.0,3.0,550.0,4.0
PAPUA NEW GUINEA:  W. SOLOMON SEA,-9.4,152.3,6.6,1,0,PAPUA NEW GUINEA,33.0,7.85655923740354,1960-06-11,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
TONGA ISLANDS,-19.103,-174.378,6.9,0,0,TONGA,65.0,7.85655923740354,1949-08-06,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
INDONESIA:  HALMAHERA:  WASILE,1.142,128.152,6.0,0,0,INDONESIA,10.0,7.85655923740354,2003-08-11,1.0,1.0,1.0,1.0,200.0,3.0,101.0,3.0,1.0,2.0
TAIWAN REGION,22.528,118.711,6.7,1,0,TAIWAN,13.0,7.85655923740354,1994-09-16,1.0,1.0,400.0,3.0,51.0,2.0,101.0,3.0,1.0,2.0
PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL,-4.439,152.828,7.2,1,0,PAPUA NEW GUINEA,46.0,7.0,1985-07-03,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0
ALBANIA:  TROPOJE,42.389,19.812,5.2,0,0,ALBANIA,4.0,7.85655923740354,2005-07-10,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
N. NEW ZEALAND,-37.8,177.2,5.8,1,0,NEW ZEALAND,40.153361344537814,7.85655923740354,1950-03-14,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
NEW ZEALAND:  CHRISTCHURCH,-43.34,173.04,4.8,0,0,NEW ZEALAND,32.0,7.85655923740354,2003-09-29,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
JAPAN: NEAR E COAST HONSHU,38.276,141.588,7.1,1,0,JAPAN,42.0,7.85655923740354,2011-04-07,3.0,1.0,132.0,3.0,1.0,3.0,101.0,3.0,0.5,1.0
AZORES:  ATLANTIC,37.198,-24.356,6.7,1,0,AZORES (PORTUGAL),16.0,10.0,1939-05-08,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
RUSSIA:  NEAR KAMCHATKA,55.2,164.0,7.3,1,0,RUSSIA,40.153361344537814,10.0,1936-11-13,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CALIFORNIA:  NORTHERN,40.5,-125.25,6.6,1,0,USA,40.153361344537814,6.0,1941-02-09,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",38.4,100.951,5.8,0,0,CHINA,10.0,7.85655923740354,2003-10-25,9.0,1.0,43.0,1.0,1.0,3.0,10000.0,4.0,40.0,4.0
IRAN:  SOUTHERN:  FIRUZABAD,29.096,52.617,6.1,0,0,IRAN,13.0,7.85655923740354,1994-03-01,2.0,1.0,50.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
"COLOMBIA:  PUTUMAYO,PASTO, POPAYAN, SANTA MARTA",1.1,-76.93,6.7,0,0,COLOMBIA,15.0,9.0,1834-01-20,101.0,3.0,51.0,2.0,101.0,3.0,101.0,3.0,5.0,3.0
MEXICO:  GUERRERO,17.0,-99.5,6.5,0,0,MEXICO,40.153361344537814,7.85655923740354,1956-01-08,1.0,1.0,101.0,3.0,1.0,3.0,101.0,3.0,5.0,3.0
"TURKEY:  GORESKEN, ERZURUM PROVINCE",40.358,42.346,5.7,0,0,TURKEY,19.0,7.85655923740354,1999-12-03,1.0,1.0,6.0,1.0,340.0,3.0,101.0,3.0,1.0,2.0
CHINA:  JIANGSU PROVINCE,32.2,119.4,5.5,1,0,CHINA,40.153361344537814,7.0,1930-01-03,1.0,1.0,51.0,2.0,1.0,3.0,101.0,3.0,0.5,1.0
ALASKA:  ALEUTIAN ISLANDS,51.849,178.735,7.9,1,0,USA,109.0,6.0,2014-06-23,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
RUSSIA:  KORYAKSKIY,60.949,167.089,7.6,0,0,RUSSIA,22.0,7.85655923740354,2006-04-20,1.0,1.0,40.0,1.0,1.0,3.0,101.0,3.0,55.0,4.0
"COLOMBIA: MEDELLIN, BETULIA",6.239,-76.098,5.1,0,0,COLOMBIA,10.0,9.0,2021-03-01,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
GREECE:  ASPROGERAKAS (KEPHALLENIA),37.928,21.013,6.4,1,0,GREECE,15.0,10.0,1912-01-24,8.0,1.0,40.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"INDONESIA:   N SUMATERA, BLANGKEJEREN, KUTACANE",3.908,97.457,6.8,0,0,INDONESIA,48.0,7.85655923740354,1990-11-15,1.0,1.0,32.0,1.0,1.0,3.0,101.0,3.0,2.1,2.0
"IRAN:  BIRJAND, GONABAD",32.457,59.976,5.8,0,0,IRAN,33.0,7.0,1998-04-10,12.0,1.0,30.0,1.0,1.0,3.0,600.0,3.0,1.0,2.0
